11.963,8.79247,0.179203,0,0.10056
15.369,11.6001,0.597295,0,0.20083
8.81887,4.79654,0.927141,0,0.301108
7.67574,3.40011,1.14874,0,0.401355
4.85895,1.30623,0.584011,0,0.501711
3.06203,0.115806,0.104408,0,0.602113
3.49982,0.262786,0.339692,0,0.702508
3.05127,0.107851,0.10375,0,0.802959
2.99016,0.0929591,0.0605068,0,0.90358
3.00421,0.103903,0.0498246,0,1.00403
3.06118,0.150316,0.0644427,0,1.10442
3.4414,0.373678,0.183647,0,1.2048
3.07747,0.104857,0.103337,0,1.3052
4.7039,1.43416,0.331323,0,1.40556
3.59929,0.591043,0.154066,0,1.50598
3.77185,0.72158,0.110159,0,1.60641
3.49749,0.463867,0.16296,0,1.70707
3.17013,0.211717,0.103428,0,1.80753
4.34213,1.198,0.224472,0,1.9078
3.44171,0.461489,0.103212,0,2.00818
3.43581,0.459636,0.101888,0,2.10867
3.88261,0.791567,0.157434,0,2.20927
3.17423,0.263279,0.0504086,0,2.30977
3.39731,0.369643,0.155016,0,2.41037
3.38598,0.417962,0.102445,0,2.51106
3.1393,0.176849,0.0934298,0,2.61166
3.33727,0.335561,0.133376,0,2.71234
3.09,0.188759,0.0502648,0,2.81282
3.56077,0.618907,0.0502843,0,2.91326
3.18993,0.248389,0.0655092,0,3.01389
3.17085,0.247908,0.0647112,0,3.11434
3.7434,0.761959,0.100582,0,3.21476
3.0303,0.0927457,0.103505,0,3.31545
3.02061,0.0943324,0.0917541,0,3.41607
3.01499,0.0954803,0.0503966,0,3.51659
2.9791,0.0821328,0.0499477,0,3.61709
3.12718,0.210271,0.0653299,0,3.71753
2.97653,0.0837068,0.0489176,0,3.81797
2.99606,0.102956,0.0499596,0,3.91845
2.99175,0.093084,0.0493512,0,4.01894
4.92547,1.96527,0.0620405,0,4.11953
10.7891,7.75781,0.0666821,0,4.21976
13.2447,10.1909,0.1061,0,4.32
5.75063,2.74186,0.115323,0,4.42016
15.8813,12.6343,0.103755,0,4.52031
13.7969,10.6434,0.102819,0,4.62048
14.7992,11.643,0.118673,0,4.72065
14.3768,11.1605,0.125971,0,4.82082
13.5241,10.229,0.103725,0,4.921
12.2677,8.94542,0.090167,0,5.02118
12.7942,9.5392,0.0498071,0,5.12136
13.8279,10.4863,0.0653498,0,5.22153
15.6045,12.3549,0.0662704,0,5.32169
13.9084,10.8099,0.050267,0,5.42186
14.8988,11.7737,0.0883543,0,5.52203
14.4819,11.257,0.117443,0,5.6222
12.7073,9.56757,0.115864,0,5.72242
7.90232,4.82229,0.13665,0,5.82281
8.35684,5.32951,0.115558,0,5.92303
15.952,12.7613,0.12115,0,6.02316
11.5881,8.34147,0.118678,0,6.12332
4.89133,1.87015,0.115895,0,6.22351
13.2929,10.2831,0.104035,0,6.32369
15.059,12.0452,0.103781,0,6.42381
15.0702,12.1126,0.0584966,0,6.52398
16.7643,13.7304,0.0501277,0,6.62413
13.6522,10.5447,0.0667501,0,6.72425
4.28349,1.34796,0.0501162,0,6.82442
5.07829,2.03814,0.120437,0,6.92464
3.05291,0.100377,0.104629,0,7.02512
4.09762,1.13018,0.0808571,0,7.1257
3.36287,0.437231,0.0643031,0,7.22632
3.15327,0.202207,0.0955583,0,7.32676
3.2093,0.231917,0.122645,0,7.42716
3.19259,0.200239,0.117109,0,7.52775
3.17187,0.211478,0.114247,0,7.62818
3.19671,0.228239,0.11647,0,7.7288
3.04217,0.111926,0.103281,0,7.82941
3.19613,0.201891,0.115886,0,7.93
3.21863,0.2409,0.127883,0,8.03059
3.11617,0.155558,0.116706,0,8.13113
3.15124,0.208523,0.105097,0,8.2316
3.09529,0.12349,0.103136,0,8.33206
3.15969,0.225844,0.0841795,0,8.43266
3.19544,0.268881,0.0646771,0,8.53317
3.18241,0.233044,0.0970765,0,8.6336
3.34583,0.354534,0.132248,0,8.7341
3.2319,0.26253,0.120864,0,8.83459
3.61592,0.578547,0.137352,0,8.93513
3.22855,0.255704,0.117002,0,9.03568
3.03399,0.0967438,0.104186,0,9.13615
3.30577,0.386604,0.068706,0,9.23676
2.98097,0.0934212,0.0505841,0,9.33721
3.05919,0.132408,0.0500512,0,9.43781
3.11272,0.193387,0.0660311,0,9.53834
2.98615,0.102223,0.0500497,0,9.63894
2.99022,0.100695,0.0501959,0,9.73956
3.00808,0.0910022,0.0494445,0,9.84017
3.20904,0.316136,0.0493488,0,9.94066
3.14821,0.225425,0.0776699,0,10.0412
3.00518,0.110285,0.0504332,0,10.1417
3.4495,0.519886,0.0508798,0,10.2422
3.02158,0.123538,0.0499924,0,10.3426
3.01991,0.125203,0.0509016,0,10.443
3.05434,0.146328,0.0557655,0,10.5434
3.04269,0.143287,0.0583762,0,10.6441
2.99021,0.100867,0.0500542,0,10.7447
2.97237,0.0891848,0.049901,0,10.8453
3.01266,0.0938802,0.0502009,0,10.9459
3.00409,0.108249,0.0494937,0,11.0464
3.20194,0.288625,0.0626519,0,11.1467
3.08064,0.1871,0.0499539,0,11.2475
3.21294,0.270102,0.0512525,0,11.3478
3.24624,0.325854,0.0504352,0,11.4483
3.12909,0.216878,0.0505746,0,11.5488
3.46756,0.523626,0.0623979,0,11.6493
3.26824,0.34871,0.0516382,0,11.7497
3.11938,0.216737,0.0505771,0,11.8502
3.55289,0.604686,0.0522775,0,11.9506
3.30024,0.372062,0.0662389,0,12.051
4.04955,1.00259,0.122115,0,12.1515
11.6206,8.40299,0.251421,0,12.2518
4.16455,1.05441,0.193109,0,12.352
3.50658,0.517492,0.102615,0,12.4523
3.82691,0.857372,0.0967682,0,12.5525
5.3038,2.18133,0.18698,0,12.6528
6.7076,3.51515,0.232962,0,12.7529
5.40621,2.27882,0.214653,0,12.8531
8.55916,4.27352,1.13212,0,12.9538
6.6863,3.05115,0.606518,0,13.0541
4.36626,1.26189,0.188934,0,13.1547
3.87095,0.815841,0.110898,0,13.255
4.09692,1.08403,0.111307,0,13.3554
5.40073,2.10349,0.336089,0,13.4556
5.79733,2.45327,0.381595,0,13.5558
3.97485,0.881479,0.186222,0,13.6563
3.68615,0.641063,0.150375,0,13.757
10.5951,7.54574,0.114945,0,13.8572
12.2962,7.0593,2.06343,0,13.9574
7.33829,2.68411,1.55241,0,14.0576
5.50928,2.43262,0.150812,0,14.1579
4.52786,1.17806,0.369056,0,14.2582
4.20529,1.14091,0.173395,0,14.3585
4.7329,1.40159,0.354576,0,14.4589
4.63143,1.00614,0.647488,0,14.5592
3.62302,0.364748,0.361254,0,14.6597
4.53786,0.985811,0.588537,0,14.76
3.82844,0.48875,0.430276,0,14.8605
3.04884,0.102782,0.103086,0,14.961
3.05234,0.112273,0.103917,0,15.0614
3.26443,0.331022,0.0777353,0,15.1618
